"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Place of Death"	"Place of Death Code"	"ICD Chapter"	"ICD Chapter Code"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	Deaths	Population	Crude Rate
	"15-24 years"	"15-24"	"Decedent's home"	"4"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Congenital malformations of the nervous system"	"Q00-Q07"	31	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Decedent's home"	"4"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Congenital malformations of the circulatory system"	"Q20-Q28"	30	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Decedent's home"	"4"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Congenital malformations of the respiratory system"	"Q30-Q34"	1	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Decedent's home"	"4"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Congenital malformations of the urinary system"	"Q60-Q64"	1	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Decedent's home"	"4"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Congenital malformations and deformations of the musculoskeletal system"	"Q65-Q79"	3	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Decedent's home"	"4"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Other congenital malformations"	"Q80-Q89"	23	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Decedent's home"	"4"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	10	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Decedent's home"	"4"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"Symptoms and signs involving the circulatory and respiratory systems"	"R00-R09"	5	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Decedent's home"	"4"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"General symptoms and signs"	"R50-R68"	86	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Decedent's home"	"4"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"Abnormal findings on examination of blood, without diagnosis"	"R70-R79"	1	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Decedent's home"	"4"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"Ill-defined and unknown causes of mortality"	"R95-R99"	130	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Decedent's home"	"4"	"External causes of morbidity and mortality"	"V01-Y89"	"Transport accidents"	"V01-V99"	26	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Decedent's home"	"4"	"External causes of morbidity and mortality"	"V01-Y89"	"Other external causes of accidental injury"	"W00-X59"	1751	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Decedent's home"	"4"	"External causes of morbidity and mortality"	"V01-Y89"	"Intentional self-harm"	"X60-X84"	2511	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Decedent's home"	"4"	"External causes of morbidity and mortality"	"V01-Y89"	"Assault"	"X85-Y09"	374	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Decedent's home"	"4"	"External causes of morbidity and mortality"	"V01-Y89"	"Event of undetermined intent"	"Y10-Y34"	104	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Decedent's home"	"4"	"External causes of morbidity and mortality"	"V01-Y89"	"Legal intervention and operations of war"	"Y35-Y36"	8	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Decedent's home"	"4"	"External causes of morbidity and mortality"	"V01-Y89"	"Complications of medical and surgical care"	"Y40-Y84"	1	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Decedent's home"	"4"	"External causes of morbidity and mortality"	"V01-Y89"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	33	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	6	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"Certain infectious and parasitic diseases"	"A00-B99"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	7	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"Neoplasms"	"C00-D48"	"Malignant neoplasms"	"C00-C97"	128	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Diabetes mellitus"	"E10-E14"	1	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Other disorders of glucose regulation and pancreatic internal secretion"	"E15-E16"	1	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Disorders of other endocrine glands"	"E20-E34"	1	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Malnutrition"	"E40-E46"	1	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	10	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"Mental and behavioural disorders"	"F01-F99"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	2	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"Mental and behavioural disorders"	"F01-F99"	"Disorders of psychological development"	"F80-F89"	1	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"Diseases of the nervous system"	"G00-G98"	"Systemic atrophies primarily affecting the central nervous system"	"G10-G14"	3	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"Diseases of the nervous system"	"G00-G98"	"Other degenerative diseases of the nervous system"	"G30-G31"	2	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"Diseases of the nervous system"	"G00-G98"	"Episodic and paroxysmal disorders"	"G40-G47"	1	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"Diseases of the nervous system"	"G00-G98"	"Diseases of myoneural junction and muscle"	"G70-G72"	12	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"Diseases of the nervous system"	"G00-G98"	"Cerebral palsy and other paralytic syndromes"	"G80-G83"	16	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"Diseases of the nervous system"	"G00-G98"	"Other disorders of the nervous system"	"G90-G98"	2	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"Diseases of the circulatory system"	"I00-I99"	"Hypertensive diseases"	"I10-I15"	2	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"Diseases of the circulatory system"	"I00-I99"	"Pulmonary heart disease and diseases of pulmonary circulation"	"I26-I28"	1	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"Diseases of the circulatory system"	"I00-I99"	"Other forms of heart disease"	"I30-I51"	5	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"Diseases of the circulatory system"	"I00-I99"	"Cerebrovascular diseases"	"I60-I69"	1	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"Diseases of the respiratory system"	"J00-J98"	"Influenza and pneumonia"	"J09-J18"	3	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"Diseases of the respiratory system"	"J00-J98"	"Lung diseases due to external agents"	"J60-J70"	2	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"Diseases of the digestive system"	"K00-K92"	"Diseases of oesophagus, stomach and duodenum"	"K20-K31"	1	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"Diseases of the digestive system"	"K00-K92"	"Other diseases of intestines"	"K55-K63"	1	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"Diseases of the digestive system"	"K00-K92"	"Diseases of liver"	"K70-K76"	4	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"Diseases of the digestive system"	"K00-K92"	"Disorders of gallbladder, biliary tract and pancreas"	"K80-K86"	1	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"Diseases of the digestive system"	"K00-K92"	"Other diseases of the digestive system"	"K90-K92"	1	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Systemic connective tissue disorders"	"M30-M35"	1	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Osteopathies and chondropathies"	"M80-M94"	1	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"Diseases of the genitourinary system"	"N00-N98"	"Renal failure"	"N17-N19"	1	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Other obstetric conditions, not elsewhere classified"	"O95-O99"	2	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Congenital malformations of the nervous system"	"Q00-Q07"	1	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Congenital malformations of the circulatory system"	"Q20-Q28"	3	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Congenital malformations of the respiratory system"	"Q30-Q34"	1	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Other congenital malformations"	"Q80-Q89"	1	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	2	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"Ill-defined and unknown causes of mortality"	"R95-R99"	1	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"External causes of morbidity and mortality"	"V01-Y89"	"Transport accidents"	"V01-V99"	9	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"External causes of morbidity and mortality"	"V01-Y89"	"Other external causes of accidental injury"	"W00-X59"	14	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"External causes of morbidity and mortality"	"V01-Y89"	"Intentional self-harm"	"X60-X84"	7	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"External causes of morbidity and mortality"	"V01-Y89"	"Assault"	"X85-Y09"	4	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"External causes of morbidity and mortality"	"V01-Y89"	"Complications of medical and surgical care"	"Y40-Y84"	1	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Hospice facility"	"5"	"External causes of morbidity and mortality"	"V01-Y89"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	2	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Nursing home/long term care"	"6"	"Certain infectious and parasitic diseases"	"A00-B99"	"Viral infections of the central nervous system"	"A80-A89"	1	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Nursing home/long term care"	"6"	"Certain infectious and parasitic diseases"	"A00-B99"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	1	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Nursing home/long term care"	"6"	"Certain infectious and parasitic diseases"	"A00-B99"	"Sequelae of infectious and parasitic diseases"	"B90-B94"	1	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Nursing home/long term care"	"6"	"Neoplasms"	"C00-D48"	"Malignant neoplasms"	"C00-C97"	15	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Nursing home/long term care"	"6"	"Neoplasms"	"C00-D48"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	1	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Nursing home/long term care"	"6"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Aplastic and other anaemias"	"D60-D64"	1	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Nursing home/long term care"	"6"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Diabetes mellitus"	"E10-E14"	2	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Nursing home/long term care"	"6"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Obesity and other hyperalimentation"	"E65-E68"	1	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Nursing home/long term care"	"6"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	2	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Nursing home/long term care"	"6"	"Mental and behavioural disorders"	"F01-F99"	"Mental retardation"	"F70-F79"	4	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Nursing home/long term care"	"6"	"Diseases of the nervous system"	"G00-G98"	"Systemic atrophies primarily affecting the central nervous system"	"G10-G14"	2	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Nursing home/long term care"	"6"	"Diseases of the nervous system"	"G00-G98"	"Extrapyramidal and movement disorders"	"G20-G25"	1	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Nursing home/long term care"	"6"	"Diseases of the nervous system"	"G00-G98"	"Other degenerative diseases of the nervous system"	"G30-G31"	1	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Nursing home/long term care"	"6"	"Diseases of the nervous system"	"G00-G98"	"Demyelinating diseases of the central nervous system"	"G35-G37"	1	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Nursing home/long term care"	"6"	"Diseases of the nervous system"	"G00-G98"	"Episodic and paroxysmal disorders"	"G40-G47"	4	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Nursing home/long term care"	"6"	"Diseases of the nervous system"	"G00-G98"	"Diseases of myoneural junction and muscle"	"G70-G72"	8	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Nursing home/long term care"	"6"	"Diseases of the nervous system"	"G00-G98"	"Cerebral palsy and other paralytic syndromes"	"G80-G83"	13	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Nursing home/long term care"	"6"	"Diseases of the nervous system"	"G00-G98"	"Other disorders of the nervous system"	"G90-G98"	6	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Nursing home/long term care"	"6"	"Diseases of the circulatory system"	"I00-I99"	"Ischaemic heart diseases"	"I20-I25"	3	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Nursing home/long term care"	"6"	"Diseases of the circulatory system"	"I00-I99"	"Other forms of heart disease"	"I30-I51"	4	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Nursing home/long term care"	"6"	"Diseases of the circulatory system"	"I00-I99"	"Cerebrovascular diseases"	"I60-I69"	1	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Nursing home/long term care"	"6"	"Diseases of the respiratory system"	"J00-J98"	"Influenza and pneumonia"	"J09-J18"	3	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Nursing home/long term care"	"6"	"Diseases of the respiratory system"	"J00-J98"	"Chronic lower respiratory diseases"	"J40-J47"	2	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Nursing home/long term care"	"6"	"Diseases of the respiratory system"	"J00-J98"	"Lung diseases due to external agents"	"J60-J70"	3	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Nursing home/long term care"	"6"	"Diseases of the respiratory system"	"J00-J98"	"Other respiratory diseases principally affecting the interstitium"	"J80-J84"	1	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Nursing home/long term care"	"6"	"Diseases of the respiratory system"	"J00-J98"	"Other diseases of the respiratory system"	"J96-J98"	2	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Nursing home/long term care"	"6"	"Diseases of the digestive system"	"K00-K92"	"Other diseases of intestines"	"K55-K63"	1	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Nursing home/long term care"	"6"	"Diseases of the digestive system"	"K00-K92"	"Other diseases of the digestive system"	"K90-K92"	1	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Nursing home/long term care"	"6"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Systemic connective tissue disorders"	"M30-M35"	2	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Nursing home/long term care"	"6"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Dorsopathies"	"M40-M54"	2	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"Nursing home/long term care"	"6"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Soft tissue disorders"	"M60-M79"	1	Not Applicable	Not Applicable
